uniprot_id,gene,PC1_loading,PC2_loading,compartment
P02466,Col1a2,-0.02399,0.00357,Other
P02564,Myh7,0.02286,0.01373,Cytoskeleton
P02631,Ocm,-0.00326,-0.01561,Other
P04041,Gpx1,-0.01561,-0.00269,Mitochondrion
P04166,Cyb5b,-0.02177,-0.00799,Mitochondrion
P04182,Oat,0.024140000000000002,-0.01779,Mitochondrion
P04218,Cd200,0.01177,-0.00691,Other
P04256,Hnrnpa1,0.00585,0.02017,Nucleus
P04355,Mt2,-0.01534,0.00593,Other
P04462,Myh8,0.01045,-0.00702,Cytoskeleton
P04466,Myl11,-0.01064,-0.00931,Cytoskeleton
P04550,Ptms,-0.01916,-0.00864,Other
P04636,Mdh2,0.02483,-0.01657,Mitochondrion
P04642,Ldha,0.02375,-0.01202,Mitochondrion
P04644,Rps17,0.01487,-0.01475,Nucleus
P04646,Rpl35a,-0.01887,0.02105,Other
P04692,Tpm1,-0.0192,0.00324,Cytoskeleton
P04762,Cat,0.00219,-0.01585,Mitochondrion
P04764,Eno1,0.02718,-0.01076,Nucleus
P04785,P4hb,-0.02689,-0.00665,Other
P04797,Gapdh,0.0193,-0.02409,Cytoskeleton
P04897,Gnai2,0.02104,-0.00115,Cytoskeleton
P04905,Gstm1,0.02004,0.02042,Other
P04906,Gstp1,0.02416,0.00403,Mitochondrion
P04961,Pcna,-0.00241,0.01805,Cytoskeleton
P05065,Aldoa,0.02585,0.01257,Cytoskeleton
P05197,Eef2,-0.0089,0.02073,Other
P05369,Fdps,0.02036,0.00293,Mitochondrion
P05370,G6pdx,0.02806,0.00352,Other
P05505,Mt-co3,-0.00464,0.00761,Mitochondrion
P05506,Mt-nd3,0.02673,0.00398,Mitochondrion
P05508,Mt-nd4,0.01191,-0.02312,Mitochondrion
P05539,Col2a1,-5.2e-4,-0.00761,Other
P05696,Prkca,7.2e-4,0.01794,Mitochondrion
P05708,Hk1,0.00347,-0.0081,Mitochondrion
P05712,Rab2a,-0.02083,-0.02356,Nucleus
P05714,Rab4a,0.00939,-0.01371,Nucleus
P05765,Rps21,-0.01347,-0.02907,Other
P05942,S100a4,-0.00557,-0.00916,Nucleus
P05943,S100a10,-0.01246,0.01597,Nucleus
P05964,S100a6,-0.01505,0.0184,Nucleus
P05982,Nqo1,0.02305,-0.00794,Other
P06214,Alad,0.02045,0.00322,Other
P06302,Ptma,-0.00752,-0.0158,Other
P06536,Nr3c1,-0.01138,0.00295,Mitochondrion
P06685,Atp1a1,0.01087,-0.03079,Other
P06760,Gusb,0.00424,-0.00248,Other
P06761,Hspa5,-0.01446,-0.02337,Mitochondrion
P06762,Hmox1,0.0019,0.0101,Mitochondrion
P06766,Polb,-0.00289,0.00123,Mitochondrion
P07092,Serpine2,0.00939,-0.00534,Other
P07150,Anxa1,0.02441,-0.00171,Cytoskeleton
P07153,Rpn1,0.01805,0.00253,Nucleus
P07154,Ctsl,-0.01801,0.01372,Other
P07323,Eno2,-0.01963,0.01389,Other
P07340,Atp1b1,-0.00325,-0.01688,Other
P07483,Fabp3,-0.02177,-0.01323,Other
P07632,Sod1,-0.0228,-0.00786,Mitochondrion
P07633,Pccb,0.01369,0.01296,Mitochondrion
P07687,Ephx1,0.00341,-0.00281,Nucleus
P07861,Mme,0.02144,0.01983,Cytoskeleton
P07872,Acox1,0.01164,-0.00957,Other
P07895,Sod2,0.00193,-0.01395,Mitochondrion
P07943,Akr1b1,0.02522,-0.00183,Mitochondrion
P08010,Gstm2,0.01671,0.02674,Other
P08050,Gja1,-0.00328,0.00918,Mitochondrion
P08081,Clta,-0.0205,0.00352,Cytoskeleton
P08082,Cltb,-0.02735,0.0045,Other
P08430,Ugt1a6,-1.2e-4,-0.0123,Other
P08460,Nid1,-0.01747,1.1e-4,Other
P08461,Dlat,0.00803,-0.03464,Mitochondrion
P08503,Acadm,0.02364,-0.0024,Mitochondrion
P08592,App,-0.00507,0.00662,Mitochondrion
P08644,Kras,0.01005,0.01327,Other
P08649,C4,0.001,0.00649,Other
P08699,Lgals3,0.02275,-0.0122,Mitochondrion
P08753,Gnai3,0.02089,0.01597,Cytoskeleton
P09215,Prkcd,-0.0104,-0.00791,Mitochondrion
P09216,Prkce,-0.01306,0.02165,Mitochondrion
P09330,Prps2,-0.00113,-0.01694,Other
P09456,Prkar1a,0.02634,-0.00585,Cytoskeleton
P09495,Tpm4,-0.01934,0.00642,Cytoskeleton
P09527,Rab7a,0.0217,-0.00289,Mitochondrion
P09811,Pygl,-0.00127,0.00852,Other
P09812,Pygm,0.01775,0.02679,Other
P09895,Rpl5,-0.02071,0.01272,Nucleus
P0C089,Ptpmt1,0.01199,-0.0088,Mitochondrion
P0C0A1,Vps25,-0.00533,0.01868,Other
P0C0A2,Vps36,0.0173,0.01058,Other
P0C0R5,Pik3r4,0.00559,-0.0109,Other
P0C0S7,H2az1,-3.1e-4,0.00322,Nucleus
P0C0T0,Litaf,-0.0144,-0.0097,Other
P0C1S9,Daglb,0.0062,0.01691,Other
P0C1X8,Aak1,-0.0155,-0.00279,Other
P0C219,Slmap,-0.02604,8.9e-4,Mitochondrion
P0C2B9,Mrpl42,0.00846,0.0129,Mitochondrion
P0C2C0,Mrpl22,0.0141,0.00476,Mitochondrion
P0C2C1,Mrpl30,0.02022,-0.0082,Mitochondrion
P0C2C4,Mrpl10,0.01623,-0.00795,Mitochondrion
P0C2X9,Aldh4a1,1.6e-4,-0.02263,Mitochondrion
P0C5E3,Palld,-0.00442,-0.0018600000000000001,Cytoskeleton
P0C5H9,Manf,-0.02314,0.00696,Other
P0C5W1,Map1s,-0.01071,0.00151,Cytoskeleton
P0C5Y8,Als2,-5.3e-4,-9.5e-4,Cytoskeleton
P0C606,Sgf29,-0.00178,-0.01981,Cytoskeleton
P0C644,Ppip5k1,-0.01264,0.01593,Other
P0C6B1,Slc35e1,-8.6e-4,0.0158,Other
P0C8E4,Map3k7,-0.01409,0.00432,Nucleus
P0CB49,Ylpm1,-0.01186,0.01603,Nucleus
P0CE43,Grb10,-0.00444,0.00339,Other
P0DL28,Fbxw8,0.02191,-0.00467,Cytoskeleton
P0DMW0,Hspa1a,-0.01395,0.01667,Other
P0DN35,Ndufb1,-0.00312,-0.00227,Other
P0DP29;P0DP30;P0DP31,Calm1;Calm2;Calm3,-0.02437,0.01478,Other
P0DW89,Zftraf1,-0.00187,-0.01806,Nucleus
P10252,Cd48,0.00692,-0.01492,Other
P10536,Rab1b,-0.01897,0.01839,Nucleus
P10686,Plcg1,0.01006,0.01599,Nucleus
P10688,Plcd1,0.01666,-0.01164,Other
P10719,Atp5f1b,0.01782,-0.02506,Mitochondrion
P10760,Ahcy,0.01038,0.01282,Other
P10818,Cox6a1,0.00351,0.00639,Mitochondrion
P10860,Glud1,0.02348,-0.01356,Mitochondrion
P10868,Gamt,0.00334,0.01213,Other
P10888,Cox4i1,-0.01102,-0.0216,Mitochondrion
P10960,Psap,-0.01545,-0.00836,Other
P11030,Dbi,-0.02534,-0.01175,Mitochondrion
P11167,Slc2a1,0.00739,0.00254,Cytoskeleton
P11232,Txn,-0.02276,-0.00266,Other
P11240,Cox5a,-0.0092,-0.02949,Mitochondrion
P11250,Rpl34,-0.02037,-0.00333,Other
P11345,Raf1,-0.01121,0.02667,Mitochondrion
P11348,Qdpr,0.01513,-0.01701,Mitochondrion
P11442,Cltc,0.02538,0.01795,Cytoskeleton
P11497,Acaca,0.02243,0.00796,Mitochondrion
P11505,Atp2b1,-0.01209,-0.01472,Other
P11506,Atp2b2,-0.01046,0.00943,Other
P11507,Atp2a2,0.02554,-0.00877,Nucleus
P11530,Dmd,-0.01147,-0.00562,Cytoskeleton
P11598,Pdia3,-0.02554,0.00373,Nucleus
P11608,Mt-atp8,-0.00289,0.00159,Mitochondrion
P11661,Mt-nd5,0.02669,0.01282,Mitochondrion
P11730,Camk2g,-0.00231,0.02169,Nucleus
P11883,Aldh3a1,0.01641,-0.01555,Other
P11884,Aldh2,0.02436,0.01031,Mitochondrion
P11915,Scp2,-0.02271,0.00941,Mitochondrion
P11951,Cox6c2,-0.01391,0.02258,Other
P11960,Bckdha,0.00402,0.03183,Mitochondrion
P11980,Pkm,0.01102,-6.9e-4,Mitochondrion
P12001,Rpl18,-4.9e-4,0.02856,Other
P12007,Ivd,0.02777,0.00366,Mitochondrion
P12075,Cox5b,-0.02344,-0.00418,Mitochondrion
P12368,Prkar2a,0.01413,0.0015,Cytoskeleton
P12369,Prkar2b,-0.0127,0.02166,Cytoskeleton
P12711,Adh5,-0.00672,0.00641,Mitochondrion
P12749,Rpl26,-0.02253,0.01124,Nucleus
P12785,Fasn,0.02344,0.00857,Mitochondrion
P12847,Myh3,0.00801,-0.01779,Cytoskeleton
P13084,Npm1,-0.01585,0.02049,Cytoskeleton
P13086,Suclg1,-0.00486,-0.0244,Mitochondrion
P13221,Got1,0.01143,-0.00178,Other
P13233,Cnp,7e-4,-0.00128,Cytoskeleton
P13264,Gls,0.00732,-0.02033,Mitochondrion
P13383,Ncl,7.5e-4,0.01128,Nucleus
P13437,Acaa2,0.02021,8e-4,Mitochondrion
P13444,Mat1a,0.00449,-0.00122,Other
P13471,Rps14,0.00126,-0.01516,Nucleus
P13596,Ncam1,-0.01803,-0.01281,Other
P13599,Fcgrt,-0.02278,-0.01171,Other
P13635,Cp,-0.00587,0.00844,Other
P13668,Stmn1,-0.02113,0.00115,Cytoskeleton
P13676,Apeh,-0.01891,0.01628,Other
P13697,Me1,0.0049,0.02279,Mitochondrion
P13803,Etfa,0.02744,5.5e-4,Mitochondrion
P13832,Rlc-a,-0.00272,0.00362,Other
P13852,Prnp,0.00126,0.01736,Mitochondrion
P13941,Col3a1,-0.02725,0.0076,Other
P14046,A1i3,-0.00572,0.01933,Other
P14056,Araf,-0.01098,0.02119,Mitochondrion
P14141,Ca3,-0.02565,0.00658,Other
P14270,Pde4d,-0.00194,-0.01974,Cytoskeleton
P14408,Fh,0.02188,-0.0017,Mitochondrion
P14562,Lamp1,0.02239,-0.00903,Nucleus
P14604,Echs1,0.02184,0.00229,Mitochondrion
P14659,Hspa2,0.02725,0.00253,Cytoskeleton
P14668,Anxa5,0.024140000000000002,0.01799,Other
P14669,Anxa3,0.01909,0.00093000000000000005,Other
P14882,Pcca,0.01398,-0.00681,Mitochondrion
P14925,Pam,-0.01176,0.00681,Other
P15087,Cpe,-0.00594,-0.00701,Other
P15178,Dars1,0.00771,0.02445,Other
P15205,Map1b,-0.02567,-0.0047,Cytoskeleton
P15337,Creb1,-0.01151,-5e-4,Mitochondrion
P15429,Eno3,0.01789,0.00814,Other
P15650,Acadl,-0.01777,0.01244,Mitochondrion
P15651,Acads,0.01498,-0.02056,Mitochondrion
P15791,Camk2d,-0.01426,0.02349,Nucleus
P15800,Lamb2,-0.02019,0.01536,Other
P15865,H1-4,-0.00414,0.00191,Other
P15943,Aplp2,-0.00811,0.00114,Other
P15999,Atp5f1a,-0.00902,-0.03064,Mitochondrion
P16036,Slc25a3,0.02537,0.01114,Mitochondrion
P16086,Sptan1,-0.02552,0.00985,Cytoskeleton
P16290,Pgam2,0.00572,0.01597,Other
P16446,Pitpna,0.00707,-0.0101,Other
P16617,Pgk1,0.02098,-0.01504,Mitochondrion
P16636,Lox,-0.00436,0.00121,Other
P16638,Acly,-0.00721,-0.01446,Mitochondrion
P16970,Abcd3,0.0248,0.00586,Mitochondrion
P16975,Sparc,-0.02691,0.00237,Mitochondrion
P17046,Lamp2,0.00795,-0.00187,Nucleus
P17074,Rps19,0.00093000000000000005,-0.00962,Nucleus
P17077,Rpl9,-8.4e-4,-0.01096,Nucleus
P17078,Rpl35,0.02212,0.01183,Nucleus
P17164,Fuca1,0.01083,0.01613,Other
P17209,Myl4,0.00413,-0.0134,Cytoskeleton
P17220,Psma2,0.0248,0.00293,Other
P17256,Mvk,-0.0099,0.00747,Other
P17325,Jun,-0.00623,-0.01719,Nucleus
P17425,Hmgcs1,0.00317,0.01384,Other
P17431,Zfp36l1,-0.01251,-0.00952,Other
P17764,Acat1,-0.01359,-0.03197,Mitochondrion
P17955,Nup62,-0.01749,0.00999,Cytoskeleton
P18163,Acsl1,0.02385,0.00838,Mitochondrion
P18265,Gsk3a,0.00656,-0.01373,Mitochondrion
P18266,Gsk3b,-0.01857,0.00145,Mitochondrion
P18292,F2,-0.00162,0.01611,Other
P18297,Spr,0.01729,0.00472,Mitochondrion
P18298,Mat2a,-0.00344,0.01373,Other
P18395,Csde1,0.00364,0.03329,Other
P18418,Calr,-0.01513,0.02145,Mitochondrion
P18420,Psma1,0.01896,-0.01776,Nucleus
P18421,Psmb1,0.01523,0.01043,Other
P18422,Psma3,0.02766,1.3e-4,Other
P18445,Rpl27a,-0.0209,0.02367,Other
P18484,Ap2a2,0.02095,0.01068,Other
P18614,Itga1,-0.01048,0.03009,Other
P18645,Gale,0.02362,-0.00242,Other
P18665,Mrpl3,-0.00557,0.01663,Mitochondrion
P18666,Myl12b,0.00765,0.01661,Other
P18757,Cth,-0.01234,0.00442,Other
P18886,Cpt2,0.0166,-0.01446,Mitochondrion
P19132,Fth1,-0.01745,0.01029,Mitochondrion
P19139,Csnk2a1,0.00861,0.01383,Nucleus
P19234,Ndufv2,-0.0137,-0.01042,Mitochondrion
P19356,Hmbs,-0.01958,0.00957,Other
P19468,Gclc,-0.01301,-0.02363,Mitochondrion
P19511,Atp5pb,0.0236,0.00811,Mitochondrion
P19637,Plat,0.00314,-0.01735,Other
P19804,Nme2,0.01794,0.02558,Nucleus
P19814,Ttgn1,0.00493,0.00923,Other
P19836,Pcyt1a,6.1e-4,-0.00194,Nucleus
P19944,Rplp1,-0.01938,0.00825,Other
P19945,Rplp0,0.02388,0.00464,Other
P20069,Pmpca,0.0237,-0.00299,Mitochondrion
P20070,Cyb5r3,0.02458,0.01953,Mitochondrion
P20171,Hras,-0.0116,0.00629,Nucleus
P20417,Ptpn1,0.00241,0.0295,Mitochondrion
P20428,Myog,-0.00207,0.02496,Nucleus
P20611,Acp2,-0.00454,-0.00587,Other
P20650,Ppm1a,-0.00691,0.01155,Other
P20651,Ppp3cb,0.01826,-0.00322,Other
P20673,Asl,-0.00763,0.0017,Other
P20788,Uqcrfs1,-3.8e-4,0.0201,Mitochondrion
P20909,Col11a1,-0.01507,0.02277,Other
P21139,Man2c1,0.01304,0.0127,Other
P21263,Nes,-0.00935,-0.00963,Cytoskeleton
P21396,Maoa,0.00913,0.0039,Mitochondrion
P21531,Rpl3,0.01108,0.01205,Nucleus
P21533,Rpl6,-0.02582,-0.00111,Other
P21571,Atp5pf,-0.02073,-7e-5,Mitochondrion
P21670,Psma4,0.02565,-0.01044,Other
P21674,Fst,-0.01624,-3.4e-4,Nucleus
P21677,Tcf3,-0.00977,9e-4,Nucleus
P21708,Mapk3,0.01246,-0.01421,Mitochondrion
P21775,Acaa1a,-0.02148,-0.00739,Mitochondrion
P21818,Stmn2,-0.0268,-0.00769,Nucleus
P21913,Sdhb,0.00229,0.02291,Mitochondrion
P22062,Pcmt1,0.01073,-0.0032,Other
P22509,Fbl,0.00322,0.00488,Nucleus
P22734,Comt,0.01945,0.02162,Mitochondrion
P22985,Xdh,2e-5,0.00678,Other
P23347,Slc4a2,0.00694,0.01592,Other
P23358,Rpl12,-9.2e-4,-0.02078,Other
P23514,Copb1,0.01553,0.00454,Nucleus
P23640,Rab27a,-0.00405,0.01445,Other
P23711,Hmox2,-0.00428,0.0105,Nucleus
P23785,Grn,-0.00619,0.02458,Other
P23928,Cryab,0.02125,0.01334,Mitochondrion
P23965,Eci1,-0.01404,-0.01486,Mitochondrion
P24049,Rpl17,-0.01863,-0.01033,Other
P24050,Rps5,0.01491,0.00975,Nucleus
P24051,Rps27l,0.01627,-0.02073,Nucleus
P24062,Igf1r,0.00617,0.00132,Other
P24090,Ahsg,-0.01929,0.01034,Other
P24155,Thop1,0.02487,-0.00552,Mitochondrion
P24268,Ctsd,0.0237,-0.00488,Other
P24368,Ppib,0.01444,0.01308,Nucleus
P24483,Fdx1,-0.00348,-0.0055,Mitochondrion
P24528,Mgmt,-0.02096,0.01588,Other
P24587,Akap5,-0.01101,0.0217,Other
P24594,Igfbp5,-0.00234,0.01913,Other
P24942,Slc1a3,-0.01115,0.01563,Nucleus
P25093,Fah,0.01053,0.01379,Other
P25113,Pgam1,0.01589,0.01781,Other
P25235,Rpn2,0.02682,2.8e-4,Nucleus
P25286,Atp6v0a1,0.00612,0.02511,Nucleus
P25304,Agrn,0.0028,-0.01291,Other
P25886,Rpl29,-0.01284,0.00467,Nucleus
P25977,Ubtf,-0.00411,-0.02894,Nucleus
P26051,Cd44,-0.01749,0.00918,Cytoskeleton
P26260,Sdc1,-0.02201,-0.00245,Other
P26376,ifitm3,-0.01837,0.00707,Nucleus
P26453,Bsg,-0.01806,-0.02057,Mitochondrion
P26772,Hspe1,-0.01998,-0.01857,Mitochondrion
P26817,Grk2,-0.02231,0.00315,Mitochondrion
P26824,F2r,0.01427,0.01509,Other
P27008,Parp1,-0.00464,-0.01026,Mitochondrion
P27274,Cd59,-0.00875,0.02139,Nucleus
P27321,Cast,-0.02246,0.00211,Other
P27605,Hprt1,0.02255,0.00522,Other
P27615,Scarb2,-0.01849,-0.0224,Nucleus
P27653,Mthfd1,0.00641,0.01959,Mitochondrion
P27768,Tnni2,0.00326,0.00257,Cytoskeleton
P27791,Prkaca,-9.1e-4,-0.0153,Mitochondrion
P27867,Sord,-0.02312,-0.01592,Mitochondrion
P27881,Hk2,0.01822,-0.01216,Mitochondrion
P27952,Rps2,0.01579,0.00821,Nucleus
P28023,Dctn1,-0.0122,-0.0074,Cytoskeleton
P28042,Ssbp1,-0.01372,-0.00545,Mitochondrion
P28073,Psmb6,0.02371,-0.00785,Other
P28075,Psmb5,0.02803,-0.00193,Other
P28480,Tcp1,0.01889,0.01313,Cytoskeleton
P28494,Man2a1,0.0162,-0.00424,Other
P28648,Cd63,0.00645,0.00958,Other
P29147,Bdh1,0.0212,0.01174,Mitochondrion
P29266,Hibadh,-0.02144,0.00609,Mitochondrion
P29314,Rps9,0.02245,0.0127,Other
P29315,Rnh1,0.01454,-0.00703,Other
P29410,Ak2,-0.01629,0.00775,Mitochondrion
P29411,Ak3,-4.5e-4,-0.01917,Mitochondrion
P29418,Atp5f1e,0.01905,0.0263,Mitochondrion
P29419,Atp5me,0.01833,-0.00922,Mitochondrion
P29457,Serpinh1,0.02005,-0.00512,Other
P29994,Itpr1,-0.0103,-0.02665,Nucleus
P30009,Marcks,-0.02242,-0.00193,Cytoskeleton
P30121,Timp2,0.00723,-0.0307,Cytoskeleton
P30337,Chn1,0.0117,0.00812,Other
P30349,Lta4h,0.02572,-0.01303,Other
P30427,Plec,-0.02273,-0.01302,Mitochondrion
P30560,Avpr1a,-0.0168,0.00242,Other
P30713,Gstt2,0.00282,-0.02495,Other
P30823,Slc7a1,-0.02285,0.01217,Other
P30835,Pfkl,0.00457,-0.01647,Other
P30839,Aldh3a2,0.01895,-0.00982,Mitochondrion
P30904,Mif,-0.02321,-0.00635,Other
P30919,Aga,-0.01949,0.02308,Other
P31000,Vim,-0.01298,-0.01001,Cytoskeleton
P31044,Pebp1,-0.02409,0.00319,Other
P31232,Tagln,0.00234,0.03343,Other
P31399,Atp5pd,-0.02048,-0.00471,Mitochondrion
P31430,Dpep1,-0.00827,0.00781,Cytoskeleton
P31643,Slc6a6,-0.00933,0.01105,Cytoskeleton
P31977,Ezr,-0.0225,-0.01863,Cytoskeleton
P32089,Slc25a1,0.02182,0.00991,Mitochondrion
P32198,Cpt1a,0.01503,0.00989,Mitochondrion
P32362,Urod,0.01712,0.01068,Other
P32551,Uqcrc2,0.02434,-0.01177,Mitochondrion
P32577,Csk,-0.01724,0.02197,Other
P34058,Hsp90ab1,0.01515,0.0076,Mitochondrion
P34064,Psma5,0.01832,0.02187,Other
P34067,Psmb4,0.0236,-0.00675,Cytoskeleton
P34900,Sdc2,-0.01837,0.01885,Other
P34926,Map1a,-0.02779,0.00206,Cytoskeleton
P35053,Gpc1,-0.01954,0.00964,Other
P35171,Cox7a2,-0.00614,-0.03012,Mitochondrion
P35213,Ywhab,0.02243,-0.00114,Nucleus
P35233,Ptpn2,-2.4e-4,0.00193,Other
P35280,Rab8a,-0.00677,0.00265,Cytoskeleton
P35281,Rab10,-2e-5,7.2e-4,Nucleus
P35284,Rab12,-0.00588,0.00511,Other
P35286,Rab13,-0.005,0.01598,Other
P35355,Ptgs2,0.00955,-0.02028,Nucleus
P35426,Cdk4,0.02834,0.00179,Nucleus
P35427,Rpl13a,-0.0131,0.03007,Nucleus
P35433,Ppat,0.00395,0.00305,Other
P35434,Atp5f1d,-0.01462,-0.01132,Mitochondrion
P35435,Atp5f1c,0.01487,0.00167,Mitochondrion
P35465,Pak1,0.00131,-0.02508,Cytoskeleton
P35559,Ide,-1.9e-4,0.01963,Mitochondrion
P35565,Canx,0.0031,0.01774,Mitochondrion
P35571,Gpd2,0.00691,0.01366,Mitochondrion
P35704,Prdx2,0.02803,0.00204,Mitochondrion
P35738,Bckdhb,-0.00181,0.01938,Mitochondrion
P35745,Acyp2,8.8e-4,-0.0037,Mitochondrion
P35815,Ppm1b,-0.01763,-0.01508,Other
P35952,Ldlr,-0.0208,0.01628,Other
P36201,Crip2,-0.01411,0.0201,Other
P36202,Pdlim4,-0.01751,0.01006,Cytoskeleton
P36506,Map2k2,0.01114,-0.00468,Mitochondrion
P36860,Ralb,-0.01804,-0.01874,Other
P36876,Ppp2r2a,0.02325,0.00517,Other
P36970,Gpx4,0.02184,-0.008,Mitochondrion
P36972,Aprt,0.02619,-0.00486,Other
P37199,Nup155,0.02489,0.0057,Nucleus
P37285,Klc1,-0.02406,0.00849,Cytoskeleton
P37397,Cnn3,-0.02053,0.01043,Cytoskeleton
P37727,Chm,-0.00532,-0.014,Other
P37996,Arl3,-0.00627,0.01839,Cytoskeleton
P38062,Metap2,-0.02533,-0.00173,Other
P38650,Dync1h1,0.02675,0.01251,Cytoskeleton
P38652,Pgm1,0.01661,-0.01415,Other
P38656,Ssb,-0.01993,0.00807,Nucleus
P38659,Pdia4,-0.02768,-0.00581,Other
P38718,Mpc2,0.01347,0.02272,Mitochondrion
P38983,Rpsa,0.02444,-0.0095,Other
P39052,Dnm2,-0.00453,0.0137,Cytoskeleton
P39069,Ak1,-0.01715,-9.1e-4,Cytoskeleton
P39948,Ccnd1,0.02343,0.00502,Cytoskeleton
P39949,Ccne1,-0.00783,-0.02795,Cytoskeleton
P39951,Cdk1,0.01761,-0.0089,Mitochondrion
P40112,Psmb3,0.02578,-0.00386,Other
P40190,Il6st,-0.01019,-0.00146,Other
P40307,Psmb2,0.02696,-0.00559,Other
P40329,Rars1,0.02517,-0.00775,Other
P40615,Dkc1,0.00846,-0.01119,Nucleus
P41123,Rpl13,-0.02615,-0.00407,Nucleus
P41350,Cav1,-0.00615,0.00686,Nucleus
P41498,Acp1,0.00911,-0.00446,Other
P41499,Ptpn11,-0.00799,0.0015,Mitochondrion
P41516,Top2a,-0.0027,0.00385,Cytoskeleton
P41542,Uso1,-0.02395,-0.00601,Cytoskeleton
P41562,Idh1,-7.6e-4,0.02452,Mitochondrion
P41565,Idh3g,0.02757,-0.00951,Mitochondrion
P41738,Ahr,8.9e-4,-0.02378,Nucleus
P41740,Npr3,-0.00279,-0.0082,Other
P41777,Nolc1,3.2e-4,0.00879,Nucleus
P42123,Ldhb,0.02759,-0.00293,Mitochondrion
P42346,Mtor,0.01057,-1.1e-4,Mitochondrion
P42533,F3,-0.00611,0.00483,Other
P42667,Sec11a,0.01681,0.00726,Nucleus
P42676,Nln,0.01687,-0.01801,Mitochondrion
P42893,Ece1,-0.0039,0.01079,Nucleus
P42930,Hspb1,-0.01647,-0.02756,Cytoskeleton
P43138,Apex1,-0.00966,-0.02124,Mitochondrion
P43244,Matr3,0.00163,6.7e-4,Nucleus
P43278,H1-0,-0.00376,0.00604,Other
P43424,Galt,-0.01293,0.00161,Other
P45479,Ppt1,0.00367,-0.03016,Other
P45592,Cfl1,-0.01109,0.00864,Mitochondrion
P45953,Acadvl,0.00639,-0.0273,Mitochondrion
P46413,Gss,0.00899,-0.02068,Other
P46462,Vcp,0.01763,-0.02149,Nucleus
P46844,Blvra,0.02412,6e-5,Other
P47196,Akt1,-0.00216,-0.02038,Mitochondrion
P47197,Akt2,-0.00294,0.01374,Other
P47198,Rpl22,0.0156,-0.02305,Other
P47245,Nrdc,0.00812,6.5e-4,Mitochondrion
P47727,Cbr1,0.02072,-0.0064,Other
P47816,Pdcd2,-0.01057,-0.0089,Nucleus
P47853,Bgn,-9.5e-4,0.0224,Other
P47858,Pfkm,-0.01706,0.01003,Other
P47860,Pfkp,0.00799,-0.00395,Other
P47875,Csrp1,-0.0102,-0.00699,Other
P47942,Dpysl2,0.0159,-0.02604,Cytoskeleton
P48004,Psma7,0.02333,-0.00664,Other
P48037,Anxa6,0.02519,-0.01113,Mitochondrion
P48450,Lss,-0.00208,0.00344,Nucleus
P48500,Tpi1,0.01431,0.00841,Other
P48508,Gclm,0.01074,-0.01637,Other
P48679,Lmna,1.7e-4,1e-4,Cytoskeleton
P48721,Hspa9,-0.02159,-0.00319,Mitochondrion
P48961,Ccnd3,0.01966,0.00435,Cytoskeleton
P49088,Asns,-0.01694,0.02285,Other
P49134,Itgb1,-0.00676,-0.00495,Cytoskeleton
P49185;P49187,Mapk10;Mapk8,0.01523,-0.00198,Other
P49242,Rps3a,-0.0177,-0.01122,Nucleus
P49432,Pdhb,0.02088,-0.00833,Mitochondrion
P49616,Plaur,-0.00515,0.02622,Nucleus
P49791,Nup153,-0.00211,-0.01384,Nucleus
P49793,Nup98,0.00265,0.00401,Nucleus
P49806,Rgs10,0.01607,0.01761,Nucleus
P49816,Tsc2,-0.0088,0.0154,Nucleus
P49911,Anp32a,-0.0227,-0.00318,Nucleus
P50137,Tkt,-0.01484,0.03027,Other
P50279,Stx2,-6.5e-4,0.00864,Other
P50297,Nat1,0.01906,-0.00774,Other
P50393,Pla2g4a,0.004,-0.02342,Mitochondrion
P50398,Gdi1,0.00146,0.02144,Other
P50399,Gdi2,0.01852,0.02369,Other
P50408,Atp6v1f,-0.02131,-0.00356,Other
P50411,Ppp1r2,-0.0131,-0.00992,Other
P50430,Arsb,-0.01004,-0.01706,Other
P50442,Gatm,0.01327,0.01521,Mitochondrion
P50463,Csrp3,0.0128,0.00686,Other
P50475,Aars1,0.01435,0.01605,Other
P50503,St13,-0.02359,0.00154,Other
P50753,Tnnt2,0.00118,0.00101,Cytoskeleton
P50878,Rpl4,0.00253,0.03302,Nucleus
P50904,Rasa1,0.02143,-0.00477,Other
P51111,Htt,-0.01525,0.01789,Cytoskeleton
P51145,Fosl2,-0.00596,-0.01553,Nucleus
P51146,Rab4b,0.01767,0.01054,Nucleus
P51158,Rab28,0.01287,-0.02122,Cytoskeleton
P51514,Tcf12,0.00301,-0.02834,Nucleus
P51556,Dgka,0.00938,0.01649,Other
P51577,P2rx4,0.01022,-0.001,Nucleus
P51583,Paics,-0.0266,-4.5e-4,Mitochondrion
P51593,Huwe1,-0.02114,-0.01595,Mitochondrion
P51607,Renbp,0.00642,-0.0039,Other
P51635,Akr1a1,0.02531,-0.00738,Other
P51638,Cav3,0.00732,0.01742,Other
P51796,Clcn5,-0.00645,0.01975,Other
P51799,Clcn7,-0.00663,0.00241,Other
P51868,Casq2,0.02125,-0.01127,Nucleus
P52020,Sqle,0.022,0.00349,Nucleus
P52296,Kpnb1,0.0243,-0.01048,Nucleus
P52303,Ap1b1,0.01092,0.0072,Other
P52481,Cap2,-0.01862,-0.01748,Other
P52555,Erp29,-0.02658,-0.00285,Other
P52590,Nup107,0.00609,-7.5e-4,Nucleus
